Nombre real / Agrupacion,Nacimiento,Ocupación,alias,Género(s),Instrumento(s),Período de actividad,Sitio Web,Discografia,Sencillos,Sexo,tipo,titulo_canal,id_canal,fecha,id_video_canal,titulo_video,descripcion,NULL
TERCER MUNDO,Quito. Ecuador,Cantantes. Compositores,Felipe Jácome Daniel Jácome Juan Manuel Jácome,Rock Rock alternativo,Voz. Guitarra,1988 - actualidad,http://www.lostercermundo.com/,Año Detalles del álbum 1992 Uno de Estos Días Discográfica: IFESA 1994 El Rock no ha Muerto Discográfica: MTM 1996 Hacia Adentro Discográfica: MTM 1997 Cinco Discográfica: MTM 1998 Tu madre Discográfica: Discos Del Mundo 2000 Cien Años Discográfica: Discos Del Mundo 2002 3 Discográfica: Discos Del Mundo 2004 Te Amaré Discográfica: Discos del Mundo 2006 TM Discográfica: Discos del Mundo 2009 Best Of Discográfica: Discos del Mundo 2010 Amigos de Mi País Discográfica: Discos del Mundo 2012 Acústico Discográfica: Discos del Mundo,NULL,Masculino,like,TercerMundo,UCuKqzFQzCGwP4Bq1ehZfQHw,2014-11-19T20:18:15.000Z,DUibSTQwUrA,"""NO ME OLVIDA"" GAVRIELL","Video promocional de Gavriell (alterpop). ""NO ME OLVIDA"". producido y dirigido por Santiago Arcos. Pronto el nuevo promocional de Gavriell",NULL
TERCER MUNDO,Quito. Ecuador,Cantantes. Compositores,Felipe Jácome Daniel Jácome Juan Manuel Jácome,Rock Rock alternativo,Voz. Guitarra,1988 - actualidad,http://www.lostercermundo.com/,Año Detalles del álbum 1992 Uno de Estos Días Discográfica: IFESA 1994 El Rock no ha Muerto Discográfica: MTM 1996 Hacia Adentro Discográfica: MTM 1997 Cinco Discográfica: MTM 1998 Tu madre Discográfica: Discos Del Mundo 2000 Cien Años Discográfica: Discos Del Mundo 2002 3 Discográfica: Discos Del Mundo 2004 Te Amaré Discográfica: Discos del Mundo 2006 TM Discográfica: Discos del Mundo 2009 Best Of Discográfica: Discos del Mundo 2010 Amigos de Mi País Discográfica: Discos del Mundo 2012 Acústico Discográfica: Discos del Mundo,NULL,Masculino,like,TercerMundo,UCuKqzFQzCGwP4Bq1ehZfQHw,2014-10-07T13:49:01.000Z,1zxnbWHIKX4,tercer mundo-Si dijeras (letra),Visita también el canal oficial de los TercerMundo en YouTube: http://www.youtube.com/lostercermundo.,NULL
TERCER MUNDO,Quito. Ecuador,Cantantes. Compositores,Felipe Jácome Daniel Jácome Juan Manuel Jácome,Rock Rock alternativo,Voz. Guitarra,1988 - actualidad,http://www.lostercermundo.com/,Año Detalles del álbum 1992 Uno de Estos Días Discográfica: IFESA 1994 El Rock no ha Muerto Discográfica: MTM 1996 Hacia Adentro Discográfica: MTM 1997 Cinco Discográfica: MTM 1998 Tu madre Discográfica: Discos Del Mundo 2000 Cien Años Discográfica: Discos Del Mundo 2002 3 Discográfica: Discos Del Mundo 2004 Te Amaré Discográfica: Discos del Mundo 2006 TM Discográfica: Discos del Mundo 2009 Best Of Discográfica: Discos del Mundo 2010 Amigos de Mi País Discográfica: Discos del Mundo 2012 Acústico Discográfica: Discos del Mundo,NULL,Masculino,upload,TercerMundo,UCuKqzFQzCGwP4Bq1ehZfQHw,2014-09-23T03:57:51.000Z,ygRNXxlTXck,TercerMundo - No Puedo Olvidarte (Letra),Los TercerMundo en  iTunes https://itunes.apple.com/ec/artist/tercermundo/id317082712 Google Play https://play.google.com/store/music/artist/TercerMundo?id=Aysryeljzgyocdfwuwx336qfdl4  http://facebook.com/losTercerMundo http://twitter.com/losTercerMundo TercerMundo - No Puedo Olvidarte Video Letra  Con la participación de:  Regina Falangi a cargo del lettering (https://www.facebook.com/reginafalangilettering)  Luis Calderón en las fotografías de apertura y cierre (https://www.flickr.com/people/0104/)  Y escenas grabadas en vivo por Julián Coraggio en El Retoque.  Tercer Mundo,NULL
TERCER MUNDO,Quito. Ecuador,Cantantes. Compositores,Felipe Jácome Daniel Jácome Juan Manuel Jácome,Rock Rock alternativo,Voz. Guitarra,1988 - actualidad,http://www.lostercermundo.com/,Año Detalles del álbum 1992 Uno de Estos Días Discográfica: IFESA 1994 El Rock no ha Muerto Discográfica: MTM 1996 Hacia Adentro Discográfica: MTM 1997 Cinco Discográfica: MTM 1998 Tu madre Discográfica: Discos Del Mundo 2000 Cien Años Discográfica: Discos Del Mundo 2002 3 Discográfica: Discos Del Mundo 2004 Te Amaré Discográfica: Discos del Mundo 2006 TM Discográfica: Discos del Mundo 2009 Best Of Discográfica: Discos del Mundo 2010 Amigos de Mi País Discográfica: Discos del Mundo 2012 Acústico Discográfica: Discos del Mundo,NULL,Masculino,playlistItem,TercerMundo,UCuKqzFQzCGwP4Bq1ehZfQHw,2014-09-29T15:51:11.000Z,ygRNXxlTXck,TercerMundo - No Puedo Olvidarte (Letra),Los TercerMundo en  iTunes https://itunes.apple.com/ec/artist/tercermundo/id317082712 Google Play https://play.google.com/store/music/artist/TercerMundo?id=Aysryeljzgyocdfwuwx336qfdl4  http://facebook.com/losTercerMundo http://twitter.com/losTercerMundo TercerMundo - No Puedo Olvidarte Video Letra  Con la participación de:  Regina Falangi a cargo del lettering (https://www.facebook.com/reginafalangilettering)  Luis Calderón en las fotografías de apertura y cierre (https://www.flickr.com/people/0104/)  Y escenas grabadas en vivo por Julián Coraggio en El Retoque.  Tercer Mundo,NULL
TERCER MUNDO,Quito. Ecuador,Cantantes. Compositores,Felipe Jácome Daniel Jácome Juan Manuel Jácome,Rock Rock alternativo,Voz. Guitarra,1988 - actualidad,http://www.lostercermundo.com/,Año Detalles del álbum 1992 Uno de Estos Días Discográfica: IFESA 1994 El Rock no ha Muerto Discográfica: MTM 1996 Hacia Adentro Discográfica: MTM 1997 Cinco Discográfica: MTM 1998 Tu madre Discográfica: Discos Del Mundo 2000 Cien Años Discográfica: Discos Del Mundo 2002 3 Discográfica: Discos Del Mundo 2004 Te Amaré Discográfica: Discos del Mundo 2006 TM Discográfica: Discos del Mundo 2009 Best Of Discográfica: Discos del Mundo 2010 Amigos de Mi País Discográfica: Discos del Mundo 2012 Acústico Discográfica: Discos del Mundo,NULL,Masculino,playlistItem,TercerMundo,UCuKqzFQzCGwP4Bq1ehZfQHw,2014-09-23T03:32:04.000Z,OBppgYlotCw,Si dijeras - Daniel Jacome (Sinfonica - Expresarte),Si dijeras - Daniel Jácome. Versión Sinfónica. Programa Expresarte. Una canción muy buena.,NULL
TERCER MUNDO,Quito. Ecuador,Cantantes. Compositores,Felipe Jácome Daniel Jácome Juan Manuel Jácome,Rock Rock alternativo,Voz. Guitarra,1988 - actualidad,http://www.lostercermundo.com/,Año Detalles del álbum 1992 Uno de Estos Días Discográfica: IFESA 1994 El Rock no ha Muerto Discográfica: MTM 1996 Hacia Adentro Discográfica: MTM 1997 Cinco Discográfica: MTM 1998 Tu madre Discográfica: Discos Del Mundo 2000 Cien Años Discográfica: Discos Del Mundo 2002 3 Discográfica: Discos Del Mundo 2004 Te Amaré Discográfica: Discos del Mundo 2006 TM Discográfica: Discos del Mundo 2009 Best Of Discográfica: Discos del Mundo 2010 Amigos de Mi País Discográfica: Discos del Mundo 2012 Acústico Discográfica: Discos del Mundo,NULL,Masculino,playlistItem,TercerMundo,UCuKqzFQzCGwP4Bq1ehZfQHw,2014-09-23T03:21:32.000Z,KWay3K7KZcs,TercerMundo Video Musical Te Amaré,Te Amaré. Video concebido y dirigido por Simón Brauer.,NULL
TERCER MUNDO,Quito. Ecuador,Cantantes. Compositores,Felipe Jácome Daniel Jácome Juan Manuel Jácome,Rock Rock alternativo,Voz. Guitarra,1988 - actualidad,http://www.lostercermundo.com/,Año Detalles del álbum 1992 Uno de Estos Días Discográfica: IFESA 1994 El Rock no ha Muerto Discográfica: MTM 1996 Hacia Adentro Discográfica: MTM 1997 Cinco Discográfica: MTM 1998 Tu madre Discográfica: Discos Del Mundo 2000 Cien Años Discográfica: Discos Del Mundo 2002 3 Discográfica: Discos Del Mundo 2004 Te Amaré Discográfica: Discos del Mundo 2006 TM Discográfica: Discos del Mundo 2009 Best Of Discográfica: Discos del Mundo 2010 Amigos de Mi País Discográfica: Discos del Mundo 2012 Acústico Discográfica: Discos del Mundo,NULL,Masculino,playlistItem,TercerMundo,UCuKqzFQzCGwP4Bq1ehZfQHw,2014-09-23T03:21:03.000Z,O4XZgHuNO70,TercerMundo Video Musical Siempre,Video hecho en cine: super 8. Filamdo y editado por los mismos TercerMundo.,NULL
TERCER MUNDO,Quito. Ecuador,Cantantes. Compositores,Felipe Jácome Daniel Jácome Juan Manuel Jácome,Rock Rock alternativo,Voz. Guitarra,1988 - actualidad,http://www.lostercermundo.com/,Año Detalles del álbum 1992 Uno de Estos Días Discográfica: IFESA 1994 El Rock no ha Muerto Discográfica: MTM 1996 Hacia Adentro Discográfica: MTM 1997 Cinco Discográfica: MTM 1998 Tu madre Discográfica: Discos Del Mundo 2000 Cien Años Discográfica: Discos Del Mundo 2002 3 Discográfica: Discos Del Mundo 2004 Te Amaré Discográfica: Discos del Mundo 2006 TM Discográfica: Discos del Mundo 2009 Best Of Discográfica: Discos del Mundo 2010 Amigos de Mi País Discográfica: Discos del Mundo 2012 Acústico Discográfica: Discos del Mundo,NULL,Masculino,playlistItem,TercerMundo,UCuKqzFQzCGwP4Bq1ehZfQHw,2014-09-23T03:20:26.000Z,xviQaIKYjUc,TercerMundo Video Musical Cómo Duele,El más reciente video del grupo. Filmado en la zona de Bahía de Caráquez. Manabí. Ecuador.,NULL
TERCER MUNDO,Quito. Ecuador,Cantantes. Compositores,Felipe Jácome Daniel Jácome Juan Manuel Jácome,Rock Rock alternativo,Voz. Guitarra,1988 - actualidad,http://www.lostercermundo.com/,Año Detalles del álbum 1992 Uno de Estos Días Discográfica: IFESA 1994 El Rock no ha Muerto Discográfica: MTM 1996 Hacia Adentro Discográfica: MTM 1997 Cinco Discográfica: MTM 1998 Tu madre Discográfica: Discos Del Mundo 2000 Cien Años Discográfica: Discos Del Mundo 2002 3 Discográfica: Discos Del Mundo 2004 Te Amaré Discográfica: Discos del Mundo 2006 TM Discográfica: Discos del Mundo 2009 Best Of Discográfica: Discos del Mundo 2010 Amigos de Mi País Discográfica: Discos del Mundo 2012 Acústico Discográfica: Discos del Mundo,NULL,Masculino,upload,TercerMundo,UCuKqzFQzCGwP4Bq1ehZfQHw,2009-02-19T23:34:02.000Z,wCylNTc4tdo,TercerMundo - Dime Sí,"Encuentra nuestra música en iTunes https://itunes.apple.com/us/artist/tercermundo/id317082712  El video de la Dime Sí. del Álbum ""3"" editado en el 2003. Es un video más bien interesante...",NULL
TERCER MUNDO,Quito. Ecuador,Cantantes. Compositores,Felipe Jácome Daniel Jácome Juan Manuel Jácome,Rock Rock alternativo,Voz. Guitarra,1988 - actualidad,http://www.lostercermundo.com/,Año Detalles del álbum 1992 Uno de Estos Días Discográfica: IFESA 1994 El Rock no ha Muerto Discográfica: MTM 1996 Hacia Adentro Discográfica: MTM 1997 Cinco Discográfica: MTM 1998 Tu madre Discográfica: Discos Del Mundo 2000 Cien Años Discográfica: Discos Del Mundo 2002 3 Discográfica: Discos Del Mundo 2004 Te Amaré Discográfica: Discos del Mundo 2006 TM Discográfica: Discos del Mundo 2009 Best Of Discográfica: Discos del Mundo 2010 Amigos de Mi País Discográfica: Discos del Mundo 2012 Acústico Discográfica: Discos del Mundo,NULL,Masculino,playlistItem,TercerMundo,UCuKqzFQzCGwP4Bq1ehZfQHw,2014-09-23T03:18:22.000Z,wCylNTc4tdo,TercerMundo - Dime Sí,"Encuentra nuestra música en iTunes https://itunes.apple.com/us/artist/tercermundo/id317082712  El video de la Dime Sí. del Álbum ""3"" editado en el 2003. Es un video más bien interesante...",NULL
TERCER MUNDO,Quito. Ecuador,Cantantes. Compositores,Felipe Jácome Daniel Jácome Juan Manuel Jácome,Rock Rock alternativo,Voz. Guitarra,1988 - actualidad,http://www.lostercermundo.com/,Año Detalles del álbum 1992 Uno de Estos Días Discográfica: IFESA 1994 El Rock no ha Muerto Discográfica: MTM 1996 Hacia Adentro Discográfica: MTM 1997 Cinco Discográfica: MTM 1998 Tu madre Discográfica: Discos Del Mundo 2000 Cien Años Discográfica: Discos Del Mundo 2002 3 Discográfica: Discos Del Mundo 2004 Te Amaré Discográfica: Discos del Mundo 2006 TM Discográfica: Discos del Mundo 2009 Best Of Discográfica: Discos del Mundo 2010 Amigos de Mi País Discográfica: Discos del Mundo 2012 Acústico Discográfica: Discos del Mundo,NULL,Masculino,upload,TercerMundo,UCuKqzFQzCGwP4Bq1ehZfQHw,2011-07-18T17:55:56.000Z,cE7KcmZLs2s,TercerMundo - Corazones Rotos,Los TercerMundo en  iTunes https://itunes.apple.com/ec/artist/tercermundo/id317082712 Google Play https://play.google.com/store/music/artist/TercerMundo?id=Aysryeljzgyocdfwuwx336qfdl4  http://facebook.com/losTercerMundo http://twitter.com/losTercerMundo  TercerMundo - Corazones Rotos Video Oficial  Video Oficial de la Corazones Rotos Producido. dirigido. iluminado. maquillado y editado por los Tercer Mundo,NULL
TERCER MUNDO,Quito. Ecuador,Cantantes. Compositores,Felipe Jácome Daniel Jácome Juan Manuel Jácome,Rock Rock alternativo,Voz. Guitarra,1988 - actualidad,http://www.lostercermundo.com/,Año Detalles del álbum 1992 Uno de Estos Días Discográfica: IFESA 1994 El Rock no ha Muerto Discográfica: MTM 1996 Hacia Adentro Discográfica: MTM 1997 Cinco Discográfica: MTM 1998 Tu madre Discográfica: Discos Del Mundo 2000 Cien Años Discográfica: Discos Del Mundo 2002 3 Discográfica: Discos Del Mundo 2004 Te Amaré Discográfica: Discos del Mundo 2006 TM Discográfica: Discos del Mundo 2009 Best Of Discográfica: Discos del Mundo 2010 Amigos de Mi País Discográfica: Discos del Mundo 2012 Acústico Discográfica: Discos del Mundo,NULL,Masculino,playlistItem,TercerMundo,UCuKqzFQzCGwP4Bq1ehZfQHw,2014-09-23T03:17:56.000Z,cE7KcmZLs2s,TercerMundo - Corazones Rotos,Los TercerMundo en  iTunes https://itunes.apple.com/ec/artist/tercermundo/id317082712 Google Play https://play.google.com/store/music/artist/TercerMundo?id=Aysryeljzgyocdfwuwx336qfdl4  http://facebook.com/losTercerMundo http://twitter.com/losTercerMundo  TercerMundo - Corazones Rotos Video Oficial  Video Oficial de la Corazones Rotos Producido. dirigido. iluminado. maquillado y editado por los Tercer Mundo,NULL
TERCER MUNDO,Quito. Ecuador,Cantantes. Compositores,Felipe Jácome Daniel Jácome Juan Manuel Jácome,Rock Rock alternativo,Voz. Guitarra,1988 - actualidad,http://www.lostercermundo.com/,Año Detalles del álbum 1992 Uno de Estos Días Discográfica: IFESA 1994 El Rock no ha Muerto Discográfica: MTM 1996 Hacia Adentro Discográfica: MTM 1997 Cinco Discográfica: MTM 1998 Tu madre Discográfica: Discos Del Mundo 2000 Cien Años Discográfica: Discos Del Mundo 2002 3 Discográfica: Discos Del Mundo 2004 Te Amaré Discográfica: Discos del Mundo 2006 TM Discográfica: Discos del Mundo 2009 Best Of Discográfica: Discos del Mundo 2010 Amigos de Mi País Discográfica: Discos del Mundo 2012 Acústico Discográfica: Discos del Mundo,NULL,Masculino,upload,TercerMundo,UCuKqzFQzCGwP4Bq1ehZfQHw,2012-01-06T09:34:34.000Z,ygFHmzl087E,TercerMundo - Abrázame (Video Oficial HD),Encuentra nuestra música en iTunes https://itunes.apple.com/us/artist/tercermundo/id317082712  TercerMundo - Abrázame (Video Oficial HD) Producción Musical : Felipe Jácome - Juan Manuel Jácome - Daniel Jácome www.tercermundo.com.ec http://facebook.com/losTercerMundo http://twitter.com/losTercerMundo http://lostercermundo.com Discos Del Mundo Producción Video clip : Zoom Media Comunicación Global Dirección General : Javier Jácome Dirección de Fotografia : Freddy Lima Pre-producción : Joseph Albán. Angeles Burneo Producción de Campo : Ximena Burneo. Juan Andrés Garcia Locación : Casa Ceibo - Manabí - Ecuador Modelos : Nathaly Melo. Estefanía Arizala. Elizabeth Castillo. Alejandra Proaño. Eva Mecías. María José Molina.,NULL
TERCER MUNDO,Quito. Ecuador,Cantantes. Compositores,Felipe Jácome Daniel Jácome Juan Manuel Jácome,Rock Rock alternativo,Voz. Guitarra,1988 - actualidad,http://www.lostercermundo.com/,Año Detalles del álbum 1992 Uno de Estos Días Discográfica: IFESA 1994 El Rock no ha Muerto Discográfica: MTM 1996 Hacia Adentro Discográfica: MTM 1997 Cinco Discográfica: MTM 1998 Tu madre Discográfica: Discos Del Mundo 2000 Cien Años Discográfica: Discos Del Mundo 2002 3 Discográfica: Discos Del Mundo 2004 Te Amaré Discográfica: Discos del Mundo 2006 TM Discográfica: Discos del Mundo 2009 Best Of Discográfica: Discos del Mundo 2010 Amigos de Mi País Discográfica: Discos del Mundo 2012 Acústico Discográfica: Discos del Mundo,NULL,Masculino,playlistItem,TercerMundo,UCuKqzFQzCGwP4Bq1ehZfQHw,2014-09-23T03:16:55.000Z,ygFHmzl087E,TercerMundo - Abrázame (Video Oficial HD),Encuentra nuestra música en iTunes https://itunes.apple.com/us/artist/tercermundo/id317082712  TercerMundo - Abrázame (Video Oficial HD) Producción Musical : Felipe Jácome - Juan Manuel Jácome - Daniel Jácome www.tercermundo.com.ec http://facebook.com/losTercerMundo http://twitter.com/losTercerMundo http://lostercermundo.com Discos Del Mundo Producción Video clip : Zoom Media Comunicación Global Dirección General : Javier Jácome Dirección de Fotografia : Freddy Lima Pre-producción : Joseph Albán. Angeles Burneo Producción de Campo : Ximena Burneo. Juan Andrés Garcia Locación : Casa Ceibo - Manabí - Ecuador Modelos : Nathaly Melo. Estefanía Arizala. Elizabeth Castillo. Alejandra Proaño. Eva Mecías. María José Molina.,NULL
TERCER MUNDO,Quito. Ecuador,Cantantes. Compositores,Felipe Jácome Daniel Jácome Juan Manuel Jácome,Rock Rock alternativo,Voz. Guitarra,1988 - actualidad,http://www.lostercermundo.com/,Año Detalles del álbum 1992 Uno de Estos Días Discográfica: IFESA 1994 El Rock no ha Muerto Discográfica: MTM 1996 Hacia Adentro Discográfica: MTM 1997 Cinco Discográfica: MTM 1998 Tu madre Discográfica: Discos Del Mundo 2000 Cien Años Discográfica: Discos Del Mundo 2002 3 Discográfica: Discos Del Mundo 2004 Te Amaré Discográfica: Discos del Mundo 2006 TM Discográfica: Discos del Mundo 2009 Best Of Discográfica: Discos del Mundo 2010 Amigos de Mi País Discográfica: Discos del Mundo 2012 Acústico Discográfica: Discos del Mundo,NULL,Masculino,upload,TercerMundo,UCuKqzFQzCGwP4Bq1ehZfQHw,2013-02-26T23:44:35.000Z,fQVesntChno,Sin Ti - TercerMundo Acústico,Los TercerMundo en  iTunes https://itunes.apple.com/ec/artist/tercermundo/id317082712 Google Play https://play.google.com/store/music/artist/TercerMundo?id=Aysryeljzgyocdfwuwx336qfdl4  http://facebook.com/losTercerMundo http://twitter.com/losTercerMundo   Sin Ti en vivo versión acústica. parte del Show TercerMundo Acústico que se realizó el 23 de Octubre en el Teatro Prometeo de la Casa de la Cultura Quito. y del que se lanzará un DVD el 5 de Julio 2013 con El Comercio. Producido por La Gente del Futuro y TercerMundo,NULL
TERCER MUNDO,Quito. Ecuador,Cantantes. Compositores,Felipe Jácome Daniel Jácome Juan Manuel Jácome,Rock Rock alternativo,Voz. Guitarra,1988 - actualidad,http://www.lostercermundo.com/,Año Detalles del álbum 1992 Uno de Estos Días Discográfica: IFESA 1994 El Rock no ha Muerto Discográfica: MTM 1996 Hacia Adentro Discográfica: MTM 1997 Cinco Discográfica: MTM 1998 Tu madre Discográfica: Discos Del Mundo 2000 Cien Años Discográfica: Discos Del Mundo 2002 3 Discográfica: Discos Del Mundo 2004 Te Amaré Discográfica: Discos del Mundo 2006 TM Discográfica: Discos del Mundo 2009 Best Of Discográfica: Discos del Mundo 2010 Amigos de Mi País Discográfica: Discos del Mundo 2012 Acústico Discográfica: Discos del Mundo,NULL,Masculino,playlistItem,TercerMundo,UCuKqzFQzCGwP4Bq1ehZfQHw,2014-09-23T03:16:30.000Z,fQVesntChno,Sin Ti - TercerMundo Acústico,Los TercerMundo en  iTunes https://itunes.apple.com/ec/artist/tercermundo/id317082712 Google Play https://play.google.com/store/music/artist/TercerMundo?id=Aysryeljzgyocdfwuwx336qfdl4  http://facebook.com/losTercerMundo http://twitter.com/losTercerMundo   Sin Ti en vivo versión acústica. parte del Show TercerMundo Acústico que se realizó el 23 de Octubre en el Teatro Prometeo de la Casa de la Cultura Quito. y del que se lanzará un DVD el 5 de Julio 2013 con El Comercio. Producido por La Gente del Futuro y TercerMundo,NULL
TERCER MUNDO,Quito. Ecuador,Cantantes. Compositores,Felipe Jácome Daniel Jácome Juan Manuel Jácome,Rock Rock alternativo,Voz. Guitarra,1988 - actualidad,http://www.lostercermundo.com/,Año Detalles del álbum 1992 Uno de Estos Días Discográfica: IFESA 1994 El Rock no ha Muerto Discográfica: MTM 1996 Hacia Adentro Discográfica: MTM 1997 Cinco Discográfica: MTM 1998 Tu madre Discográfica: Discos Del Mundo 2000 Cien Años Discográfica: Discos Del Mundo 2002 3 Discográfica: Discos Del Mundo 2004 Te Amaré Discográfica: Discos del Mundo 2006 TM Discográfica: Discos del Mundo 2009 Best Of Discográfica: Discos del Mundo 2010 Amigos de Mi País Discográfica: Discos del Mundo 2012 Acústico Discográfica: Discos del Mundo,NULL,Masculino,upload,TercerMundo,UCuKqzFQzCGwP4Bq1ehZfQHw,2013-05-27T18:44:06.000Z,oS6SMwIqln4,Duérmete Junto a Mí - TercerMundo Acústico,Descárgala en iTunes https://itunes.apple.com/ec/artist/tercermundo/id317082712 Google Play https://play.google.com/store/music/artist/TercerMundo?id=Aysryeljzgyocdfwuwx336qfdl4  Duérmete Junto A Mí versión acústica. parte del DVD TercerMundo Acústico Grabado en vivo en el Teatro Prometeo. octubre 2012 Una producción de TercerMundo y La Gente del Futuro http://facebook.com/losTercerMundo http://twitter.com/losTercerMundo http://lostercermundo.com,NULL
TERCER MUNDO,Quito. Ecuador,Cantantes. Compositores,Felipe Jácome Daniel Jácome Juan Manuel Jácome,Rock Rock alternativo,Voz. Guitarra,1988 - actualidad,http://www.lostercermundo.com/,Año Detalles del álbum 1992 Uno de Estos Días Discográfica: IFESA 1994 El Rock no ha Muerto Discográfica: MTM 1996 Hacia Adentro Discográfica: MTM 1997 Cinco Discográfica: MTM 1998 Tu madre Discográfica: Discos Del Mundo 2000 Cien Años Discográfica: Discos Del Mundo 2002 3 Discográfica: Discos Del Mundo 2004 Te Amaré Discográfica: Discos del Mundo 2006 TM Discográfica: Discos del Mundo 2009 Best Of Discográfica: Discos del Mundo 2010 Amigos de Mi País Discográfica: Discos del Mundo 2012 Acústico Discográfica: Discos del Mundo,NULL,Masculino,bulletin,TercerMundo,UCuKqzFQzCGwP4Bq1ehZfQHw,2013-05-27T18:44:06.000Z,oS6SMwIqln4,Duérmete Junto a Mí - TercerMundo Acústico,Personalizar tu mensaje,NULL
TERCER MUNDO,Quito. Ecuador,Cantantes. Compositores,Felipe Jácome Daniel Jácome Juan Manuel Jácome,Rock Rock alternativo,Voz. Guitarra,1988 - actualidad,http://www.lostercermundo.com/,Año Detalles del álbum 1992 Uno de Estos Días Discográfica: IFESA 1994 El Rock no ha Muerto Discográfica: MTM 1996 Hacia Adentro Discográfica: MTM 1997 Cinco Discográfica: MTM 1998 Tu madre Discográfica: Discos Del Mundo 2000 Cien Años Discográfica: Discos Del Mundo 2002 3 Discográfica: Discos Del Mundo 2004 Te Amaré Discográfica: Discos del Mundo 2006 TM Discográfica: Discos del Mundo 2009 Best Of Discográfica: Discos del Mundo 2010 Amigos de Mi País Discográfica: Discos del Mundo 2012 Acústico Discográfica: Discos del Mundo,NULL,Masculino,playlistItem,TercerMundo,UCuKqzFQzCGwP4Bq1ehZfQHw,2014-09-23T03:15:48.000Z,oS6SMwIqln4,Duérmete Junto a Mí - TercerMundo Acústico,Descárgala en iTunes https://itunes.apple.com/ec/artist/tercermundo/id317082712 Google Play https://play.google.com/store/music/artist/TercerMundo?id=Aysryeljzgyocdfwuwx336qfdl4  Duérmete Junto A Mí versión acústica. parte del DVD TercerMundo Acústico Grabado en vivo en el Teatro Prometeo. octubre 2012 Una producción de TercerMundo y La Gente del Futuro http://facebook.com/losTercerMundo http://twitter.com/losTercerMundo http://lostercermundo.com,NULL
TERCER MUNDO,Quito. Ecuador,Cantantes. Compositores,Felipe Jácome Daniel Jácome Juan Manuel Jácome,Rock Rock alternativo,Voz. Guitarra,1988 - actualidad,http://www.lostercermundo.com/,Año Detalles del álbum 1992 Uno de Estos Días Discográfica: IFESA 1994 El Rock no ha Muerto Discográfica: MTM 1996 Hacia Adentro Discográfica: MTM 1997 Cinco Discográfica: MTM 1998 Tu madre Discográfica: Discos Del Mundo 2000 Cien Años Discográfica: Discos Del Mundo 2002 3 Discográfica: Discos Del Mundo 2004 Te Amaré Discográfica: Discos del Mundo 2006 TM Discográfica: Discos del Mundo 2009 Best Of Discográfica: Discos del Mundo 2010 Amigos de Mi País Discográfica: Discos del Mundo 2012 Acústico Discográfica: Discos del Mundo,NULL,Masculino,upload,TercerMundo,UCuKqzFQzCGwP4Bq1ehZfQHw,2013-11-22T23:30:04.000Z,hzL7qIMGziI,TercerMundo - Sólo Baila (Letra),Los TercerMundo en  iTunes https://itunes.apple.com/ec/artist/tercermundo/id317082712 Google Play https://play.google.com/store/music/artist/TercerMundo?id=Aysryeljzgyocdfwuwx336qfdl4  http://facebook.com/losTercerMundo http://twitter.com/losTercerMundo  Compuesto y producido por los TercerMundo 2013. Programación adicional y FX por DJ REVO,NULL
TERCER MUNDO,Quito. Ecuador,Cantantes. Compositores,Felipe Jácome Daniel Jácome Juan Manuel Jácome,Rock Rock alternativo,Voz. Guitarra,1988 - actualidad,http://www.lostercermundo.com/,Año Detalles del álbum 1992 Uno de Estos Días Discográfica: IFESA 1994 El Rock no ha Muerto Discográfica: MTM 1996 Hacia Adentro Discográfica: MTM 1997 Cinco Discográfica: MTM 1998 Tu madre Discográfica: Discos Del Mundo 2000 Cien Años Discográfica: Discos Del Mundo 2002 3 Discográfica: Discos Del Mundo 2004 Te Amaré Discográfica: Discos del Mundo 2006 TM Discográfica: Discos del Mundo 2009 Best Of Discográfica: Discos del Mundo 2010 Amigos de Mi País Discográfica: Discos del Mundo 2012 Acústico Discográfica: Discos del Mundo,NULL,Masculino,bulletin,TercerMundo,UCuKqzFQzCGwP4Bq1ehZfQHw,2013-12-04T05:15:22.000Z,hzL7qIMGziI,TercerMundo - Sólo Baila (Letra),Nuevo promo! Sólo Baila. de los TercerMundo.,NULL
